	object_0	object_1	answer	labels	text	preds	prob: Neutral	prob: objekt1	prob: objekt2
861	USB	Bluetooth	If you have to add USB dongles to get Bluetooth and wifi, it gets much uglier.	0	If you have to add [FIRST_ENTITY] dongles to get [SECOND_ENTITY] and wifi, it gets much uglier.	0	0.99711585	0.0013769366	0.0015072046
862	Dell	Intel	"Dell Studio 15 - starting at $599: 15.4"", 1080p display, Intel Core i7, 6GB RAM and 256GB solid state drive."	0	"[FIRST_ENTITY] Studio 15 - starting at $599: 15.4"", 1080p display, [SECOND_ENTITY] Core i7, 6GB RAM and 256GB solid state drive."	0	0.99852717	0.00058729976	0.00088549126
863	chocolate	tea	chocolate Rose tea	0	[FIRST_ENTITY] Rose [SECOND_ENTITY]	0	0.9985701	0.0005627825	0.00086705363
864	Sony	Amazon	The Sony has an Amazon Instant Video app and the browser works much better than the one on the Boxee.	0	The [FIRST_ENTITY] has an [SECOND_ENTITY] Instant Video app and the browser works much better than the one on the Boxee.	0	0.9982785	0.00072687655	0.0009946297
865	MySQL	Oracle	MySQL, PostgreSQL, Oracle, DB2).	0	[FIRST_ENTITY], PostgreSQL, [SECOND_ENTITY], DB2).	0	0.9985843	0.000553573	0.00086226506
866	Buick	Cadillac	All Buick needs is nicer designs - and I think they're coming.. But, I think the designs could be even nicer - just it's not easy without looking better than Cadillac..	1	All [FIRST_ENTITY] needs is nicer designs - and I think they're coming.. But, I think the designs could be even nicer - just it's not easy without looking better than [SECOND_ENTITY]..	1	0.3795632	0.5857034	0.03473342
867	PHP	Perl	PHP, Perl, ASP etc, which is much slower.	0	[FIRST_ENTITY], [SECOND_ENTITY], ASP etc, which is much slower.	0	0.9985763	0.0005590874	0.0008645596
868	OpenGL	Direct3D	Anyway, I think OpenGL is as fast as Direct3D or faster...	1	Anyway, I think [FIRST_ENTITY] is as fast as [SECOND_ENTITY] or faster...	1	0.03248615	0.95887583	0.008638029
869	california	georgia	"Woods always got a ""hood pass"" from my friends because he grew up in california around nicer White people than we could imagine in South georgia."	1	"Woods always got a ""hood pass"" from my friends because he grew up in [FIRST_ENTITY] around nicer White people than we could imagine in South [SECOND_ENTITY]."	1	0.035891797	0.95491624	0.009191956
870	Haskell	Java	I need support for a technical argument: why going to an intermediate form for an existing functional back end like Haskell really, truly is better for implementing a functional language than is going to an intermediate form like the Java intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.	1	I need support for a technical argument: why going to an intermediate form for an existing functional back end like [FIRST_ENTITY] really, truly is better for implementing a functional language than is going to an intermediate form like the [SECOND_ENTITY] intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.	1	0.022786524	0.96999633	0.0072170366
871	Sed	AWK	Remeber sometimes it's better/easier to overlay config files (rather than lots of Sed/AWK/etc alchemy).	0	Remeber sometimes it's better/easier to overlay config files (rather than lots of [FIRST_ENTITY]/[SECOND_ENTITY]/etc alchemy).	0	0.9985891	0.0005519854	0.0008588797
872	oregon	michigan	The one-loss SEC teams are in better shape than oregon, Stanford and michigan State because they would have the resume-building wins over Alabama.	0	The one-loss SEC teams are in better shape than [FIRST_ENTITY], Stanford and [SECOND_ENTITY] State because they would have the resume-building wins over Alabama.	0	0.99860066	0.00054544496	0.0008539199
873	Ruby	JavaScript	According to the blog, he told the students that a better indicator of entrepreneurial success would be learning to code and then advised them to find classes on at Ruby on Rails, JavaScript, PHP, or database programs like MySql or Mongo at General Assembly-or try their hand at CodeCademy, the fast-growing USV-backed teaching platform.	0	According to the blog, he told the students that a better indicator of entrepreneurial success would be learning to code and then advised them to find classes on at [FIRST_ENTITY] on Rails, [SECOND_ENTITY], PHP, or database programs like MySql or Mongo at General Assembly-or try their hand at CodeCademy, the fast-growing USV-backed teaching platform.	0	0.9985783	0.0005587439	0.0008628802
874	google	amazon	This is actually looking worse for Azure and google where as very good for amazon.	0	This is actually looking worse for Azure and [FIRST_ENTITY] where as very good for [SECOND_ENTITY].	2	0.017002923	0.010812231	0.9721849
875	PHP	Java	If you're writing bad PHP code it's probably best you stick to that instead of trying to forge even worse Java or Python wouldn't you say?	1	If you're writing bad [FIRST_ENTITY] code it's probably best you stick to that instead of trying to forge even worse [SECOND_ENTITY] or Python wouldn't you say?	1	0.04398966	0.9456134	0.010396928
876	Lisp	Python	Using the techniques of today, it looks like the best one can do is essentially to construct a Turing machine that explicitly enumerates the theorems of PA or ZFC-in which case the numerical bounds would be absolutely terrible, since one would need to code up the axiom schema, the inference rules of first-order logic, etc. (Probably the situation is somewhat better in a programming language like Lisp or Python.)	0	Using the techniques of today, it looks like the best one can do is essentially to construct a Turing machine that explicitly enumerates the theorems of PA or ZFC-in which case the numerical bounds would be absolutely terrible, since one would need to code up the axiom schema, the inference rules of first-order logic, etc. (Probably the situation is somewhat better in a programming language like [FIRST_ENTITY] or [SECOND_ENTITY].)	0	0.99857605	0.00056005607	0.0008638679
877	Perl	Python	faster than C++, more concise than Perl, more regular than Python, more	0	faster than C++, more concise than [FIRST_ENTITY], more regular than [SECOND_ENTITY], more	0	0.9487473	0.041603234	0.0096495785
878	Scala	Java	If anything, Scala is an even better fit for IDEA-like automation than Java is.	1	If anything, [FIRST_ENTITY] is an even better fit for IDEA-like automation than [SECOND_ENTITY] is.	1	0.02054705	0.97252774	0.006925239
879	ds	psp	60, PS3, ds,psp . . . . . . . . . . . . .	0	60, PS3, [FIRST_ENTITY],[SECOND_ENTITY] . . . . . . . . . . . . .	0	0.9985123	0.0005958862	0.0008918313
880	wii	ds	People keep saying this, and yet the wii and ds have handily out-sold their graphically superior cousins.	0	People keep saying this, and yet the [FIRST_ENTITY] and [SECOND_ENTITY] have handily out-sold their graphically superior cousins.	0	0.9985654	0.000564875	0.0008697825
881	michigan	oregon	Unfortunately for him, michigan recruited other (read: better) DBs and he was forced to decide between MSU and oregon.	0	Unfortunately for him, [FIRST_ENTITY] recruited other (read: better) DBs and he was forced to decide between MSU and [SECOND_ENTITY].	0	0.96962535	0.018058745	0.012315946
882	california	carolina	And you've had fast growing Hispanic populations, which tend to be poorer, in california, Nevada, Arizona, and Colorado (as well as North carolina and Georgia, which could explain their presence on the list above).	0	And you've had fast growing Hispanic populations, which tend to be poorer, in [FIRST_ENTITY], Nevada, Arizona, and Colorado (as well as North [SECOND_ENTITY] and Georgia, which could explain their presence on the list above).	0	0.9900714	0.0053640762	0.0045644813
883	juice	cider	Even if this juice isn't your typical cider, it's just as good if not better in our opinion!	1	Even if this [FIRST_ENTITY] isn't your typical [SECOND_ENTITY], it's just as good if not better in our opinion!	1	0.07743891	0.9081633	0.014397754
884	Toshiba	Samsung	Get superior burning performance with this Toshiba/Samsung TS-H653 20x DVD±RW DL SATA Drive!	0	Get superior burning performance with this [FIRST_ENTITY]/[SECOND_ENTITY] TS-H653 20x DVD±RW DL SATA Drive!	0	0.99860674	0.00054102007	0.00085221743
885	AMD	Samsung	Powering an AMD FX 6300 OC'd to 4.2 GHZ, Windforce GTX 660 OC, Samsung EVO 240 SSD and WD 1TB HDD under a Cooler Master HAF 922.	0	Powering an [FIRST_ENTITY] FX 6300 OC'd to 4.2 GHZ, Windforce GTX 660 OC, [SECOND_ENTITY] EVO 240 SSD and WD 1TB HDD under a Cooler Master HAF 922.	0	0.99848783	0.00060965447	0.0009025141
886	minivan	suv	minivan/suv/Luxury ADD $10.	0	[FIRST_ENTITY]/[SECOND_ENTITY]/Luxury ADD $10.	0	0.9986014	0.0005413498	0.00085717475
887	Perl	PHP	But I hear that existing Perl and PHP extensions may make this easier.	0	But I hear that existing [FIRST_ENTITY] and [SECOND_ENTITY] extensions may make this easier.	0	0.99862564	0.0005273598	0.0008469702
888	Ford	Chrysler	GM and Ford/Chrysler are totally different.	0	GM and [FIRST_ENTITY]/[SECOND_ENTITY] are totally different.	0	0.9985863	0.0005526877	0.0008610658
889	Perl	Ruby	I've observed that, on average, the quality of the libraries is better in Java than in the competition: Perl, Python, Ruby, whatever.	0	I've observed that, on average, the quality of the libraries is better in Java than in the competition: [FIRST_ENTITY], Python, [SECOND_ENTITY], whatever.	0	0.9985618	0.0005680408	0.0008701901
890	Oracle	MySQL	Oracle vs. MySQL	0	[FIRST_ENTITY] vs. [SECOND_ENTITY]	0	0.99858093	0.00055504864	0.00086394796
891	california	virginia	"Vivian Davis , vivdavis [at] ucla [dot] edu, University of california-Los Angeles and virginia Commonwealth University, ""Classroom Occupations: Pedagogy of Safer Spaces"" (part 1)"	0	"Vivian Davis , vivdavis [at] ucla [dot] edu, University of [FIRST_ENTITY]-Los Angeles and [SECOND_ENTITY] Commonwealth University, ""Classroom Occupations: Pedagogy of Safer Spaces"" (part 1)"	0	0.99850935	0.0005987951	0.00089180435
892	OpenGL	Direct3D	Working knowledge of modern real-time graphics APIs like OpenGL or Direct3D and a solid basis in commonly used graphics algorithms.	0	Working knowledge of modern real-time graphics APIs like [FIRST_ENTITY] or [SECOND_ENTITY] and a solid basis in commonly used graphics algorithms.	0	0.9986313	0.00052329147	0.00084538
893	Renault	Nissan	Carlos Ghosn, who runs both Renault and Nissan, sees the chance to steal a march on slower rivals.	0	Carlos Ghosn, who runs both [FIRST_ENTITY] and [SECOND_ENTITY], sees the chance to steal a march on slower rivals.	0	0.99861014	0.00053843873	0.0008514267
894	minivan	suv	Any Coupe Hatchback minivan Sedan suv Truck	0	Any Coupe Hatchback [FIRST_ENTITY] Sedan [SECOND_ENTITY] Truck	0	0.9985669	0.0005641432	0.00086895603
895	plywood	steel	Specifications: - Solid 7mm thick plywood - Strong aluminium profiles - steel ball corners - Butterflylocks - Rubber feet - Color: black	0	Specifications: - Solid 7mm thick [FIRST_ENTITY] - Strong aluminium profiles - [SECOND_ENTITY] ball corners - Butterflylocks - Rubber feet - Color: black	0	0.99844736	0.00063161005	0.0009210056
896	PHP	Python	Compared to PHP, TCL, REXX (or C for that matter), it is a lot easier to make nicely modular and object-oriented code in Python.	0	Compared to [FIRST_ENTITY], TCL, REXX (or C for that matter), it is a lot easier to make nicely modular and object-oriented code in [SECOND_ENTITY].	2	0.014707699	0.011804227	0.9734881
897	Dell	Sony	I've seen much better from Dell and certainly the Sony XBrite and Toshiba TruBrite screens are better than what the Inspiron 6000 offers up.	2	I've seen much better from [FIRST_ENTITY] and certainly the [SECOND_ENTITY] XBrite and Toshiba TruBrite screens are better than what the Inspiron 6000 offers up.	0	0.96987736	0.021868126	0.008254404
898	PHP	Perl	Mostly that it's almost definitely harder to write maintainable PHP than it is to write maintainable Perl.	2	Mostly that it's almost definitely harder to write maintainable [FIRST_ENTITY] than it is to write maintainable [SECOND_ENTITY].	2	0.011498513	0.009686229	0.9788152
899	Pepsi	Coca-Cola	"Right now, we still think some of the bigger, multinational names that are still putting up teens earnings growth -- a Colgate, a Pepsi, a Coke (Coca-Cola) -- the valuations, again, are at 15- to 20-year lows right now, solid dividend yields, good visibility...volatility surrounding some emerging markets, but at these prices, we think it's more than priced in,"" he said."	0	"Right now, we still think some of the bigger, multinational names that are still putting up teens earnings growth -- a Colgate, a [FIRST_ENTITY], a Coke ([SECOND_ENTITY]) -- the valuations, again, are at 15- to 20-year lows right now, solid dividend yields, good visibility...volatility surrounding some emerging markets, but at these prices, we think it's more than priced in,"" he said."	0	0.9967771	0.0015610933	0.0016617323
900	Windows 8	Windows 7	Tech-Ed: Windows 8 Is 'Better' than Windows 7, Microsoft Says	1	Tech-Ed: [FIRST_ENTITY] Is 'Better' than [SECOND_ENTITY], Microsoft Says	1	0.02005795	0.9730479	0.0068941545
901	hulu	youtube	Even though you didn't post anything new I needed to thank you again... WOW CfosSpeed took care of my hulu stutter and youtube videos are loading way faster...	0	Even though you didn't post anything new I needed to thank you again... WOW CfosSpeed took care of my [FIRST_ENTITY] stutter and [SECOND_ENTITY] videos are loading way faster...	0	0.9985461	0.00057760417	0.0008763655
902	concrete	metal	It could punch through 15 meters of concrete and 5 meters of solid metal armor.	0	It could punch through 15 meters of [FIRST_ENTITY] and 5 meters of solid [SECOND_ENTITY] armor.	0	0.9984694	0.00062023604	0.00091030396
903	OpenGL	Direct3D	OpenGL is better than Direct3D.	1	[FIRST_ENTITY] is better than [SECOND_ENTITY].	1	0.02025475	0.9728608	0.0068844655
904	Leica	Nikon	This is where brands such as Zeiss and Leica do a lot better than Canon and Nikon.	1	This is where brands such as Zeiss and [FIRST_ENTITY] do a lot better than Canon and [SECOND_ENTITY].	1	0.019826902	0.9732974	0.006875742
905	beer	champagne	Ted thinks this beer would be a better choice for Valentine's Day than a glass of champagne.	1	Ted thinks this [FIRST_ENTITY] would be a better choice for Valentine's Day than a glass of [SECOND_ENTITY].	1	0.024317868	0.96817935	0.007502759
906	harvard	stanford	If you're from harvard or stanford your odds are better.	0	If you're from [FIRST_ENTITY] or [SECOND_ENTITY] your odds are better.	0	0.99862266	0.00052989426	0.000847505
907	Audi	Mercedes-Benz	That attraction should continue on through the years, as the GS line's projected residual values are marginally better than those of the Audi A6, BMW 5 Series and Mercedes-Benz E-Class competitors, handily exceed those of the Cadillac STS and match well with those of the Infiniti M35 and M45.	0	That attraction should continue on through the years, as the GS line's projected residual values are marginally better than those of the [FIRST_ENTITY] A6, BMW 5 Series and [SECOND_ENTITY] E-Class competitors, handily exceed those of the Cadillac STS and match well with those of the Infiniti M35 and M45.	0	0.9985897	0.0005520932	0.0008582154
908	Nvidia	MSI	"One of the interesting things about the launch of the GTX 550 Ti is there will be several models available from Nvidia partners simultaneously, and this one is from MSI. Bringing a custom cooler and a factory overclock, today is quite exciting if you're in the market for a new graphics card that won't break the bank."""	0	"One of the interesting things about the launch of the GTX 550 Ti is there will be several models available from [FIRST_ENTITY] partners simultaneously, and this one is from [SECOND_ENTITY]. Bringing a custom cooler and a factory overclock, today is quite exciting if you're in the market for a new graphics card that won't break the bank."""	0	0.9836211	0.009153696	0.00722528
909	milk	soda	Calumet it far superior to nour milk and soda.	0	Calumet it far superior to nour [FIRST_ENTITY] and [SECOND_ENTITY].	0	0.9986094	0.00053876557	0.0008517972
910	Windows 8	Windows 7	[Solid Fix] Windows 8, 8.1 and Windows 7 Language Bar Missing, How to Get It Back	0	[Solid Fix] [FIRST_ENTITY], 8.1 and [SECOND_ENTITY] Language Bar Missing, How to Get It Back	0	0.9986052	0.000542357	0.00085241074
911	Renault	Ferrari	McLaren (1980), Renault, Ferrari.	0	McLaren (1980), [FIRST_ENTITY], [SECOND_ENTITY].	0	0.99861276	0.00053568766	0.0008514768
912	Honda	Nissan	Honda, Nissan, Hyundai)?	0	[FIRST_ENTITY], [SECOND_ENTITY], Hyundai)?	0	0.99859554	0.00054654886	0.00085793604
913	tea	milk	Worse form fish, tea, beer, fruit, and milk.	0	Worse form fish, [FIRST_ENTITY], beer, fruit, and [SECOND_ENTITY].	0	0.9984861	0.0006115022	0.0009024661
914	Python	Perl	Solid programming skills in compiled CPU languages (C/C++/Objective-C), scripting languages (Python, Perl) ?	0	Solid programming skills in compiled CPU languages (C/C++/Objective-C), scripting languages ([FIRST_ENTITY], [SECOND_ENTITY]) ?	0	0.9986222	0.0005306182	0.00084721006
915	california	pennsylvania	"The ""Building Better Care Forum"" featured speakers from california, Connecticut, Illinois, pennsylvania, Rhode Island and the Washington, D.C. area."	0	"The ""Building Better Care Forum"" featured speakers from [FIRST_ENTITY], Connecticut, Illinois, [SECOND_ENTITY], Rhode Island and the Washington, D.C. area."	0	0.99860734	0.0005396906	0.00085294724
916	Renault	Nissan	In January 2008, the Israeli government announced its support for a broad effort to promote the use of electric cars, embracing a joint venture between Better Place , Renault and its partner, Nissan Motor Company.	0	In January 2008, the Israeli government announced its support for a broad effort to promote the use of electric cars, embracing a joint venture between Better Place , [FIRST_ENTITY] and its partner, [SECOND_ENTITY] Motor Company.	0	0.9980768	0.00083812285	0.0010850972
917	PHP	Java	Quercus will automatically compile PHP scripts into Java classes for better performance.	0	Quercus will automatically compile [FIRST_ENTITY] scripts into [SECOND_ENTITY] classes for better performance.	0	0.9955853	0.0022227224	0.0021919017
918	Oracle	MySQL	·  Database: Oracle, MySQL, Hibernate.	0	·  Database: [FIRST_ENTITY], [SECOND_ENTITY], Hibernate.	0	0.9986131	0.00053617137	0.0008506825
919	Nissan	Ford	Gas mileage is the same but the power of the Nissan 4.0 is better than the Ford 3.8 dog.	1	Gas mileage is the same but the power of the [FIRST_ENTITY] 4.0 is better than the [SECOND_ENTITY] 3.8 dog.	1	0.01995424	0.9731837	0.006862067
920	football	baseball	Is football better than baseball?	0	Is [FIRST_ENTITY] better than [SECOND_ENTITY]?	0	0.9598837	0.027398005	0.012718296
921	wii	ds	Moore: We must do better on wii and ds	0	Moore: We must do better on [FIRST_ENTITY] and [SECOND_ENTITY]	0	0.9986254	0.00052831956	0.00084631273
922	california	pennsylvania	california brought an action in Los Angeles County Superior Court against Eastern Manufacturing, Inc., a pennsylvania Corporation, for advertising, offering for sale and selling uncertified catalytic converters to	0	[FIRST_ENTITY] brought an action in Los Angeles County Superior Court against Eastern Manufacturing, Inc., a [SECOND_ENTITY] Corporation, for advertising, offering for sale and selling uncertified catalytic converters to	0	0.9910047	0.0048429715	0.004152283
923	pennsylvania	michigan	The better states are mostly in New England and the upper Midwest: Connecticut, Massachusetts, pennsylvania, michigan and Utah.	0	The better states are mostly in New England and the upper Midwest: Connecticut, Massachusetts, [FIRST_ENTITY], [SECOND_ENTITY] and Utah.	0	0.998604	0.00054280186	0.0008531506
924	Java	Perl	Java jobs with far lower expectations have paid me personally far better than Perl jobs with high expectations.	1	[FIRST_ENTITY] jobs with far lower expectations have paid me personally far better than [SECOND_ENTITY] jobs with high expectations.	1	0.021129249	0.97189313	0.006977585
925	Audi	Lexus	It has only a slightly better-than-average projected residual value over a four-year period, besting the Saab 9-3 and Cadillac CTS , but ranking far behind the values expected of the Audi A4 , BMW 3 Series , Lexus IS and Infiniti G35.	0	It has only a slightly better-than-average projected residual value over a four-year period, besting the Saab 9-3 and Cadillac CTS , but ranking far behind the values expected of the [FIRST_ENTITY] A4 , BMW 3 Series , [SECOND_ENTITY] IS and Infiniti G35.	0	0.99645567	0.001731141	0.001813102
926	hulu	amazon	Will they get better deals from movie studios and TV companies than Apple, Google, hulu or amazon?	0	Will they get better deals from movie studios and TV companies than Apple, Google, [FIRST_ENTITY] or [SECOND_ENTITY]?	0	0.99862826	0.00052599923	0.0008458214
927	Java	Python	Lisp is about 1.5 to 4 times faster than Java, and about 10 to 50 times faster than Python.	0	Lisp is about 1.5 to 4 times faster than [FIRST_ENTITY], and about 10 to 50 times faster than [SECOND_ENTITY].	1	0.051556315	0.9370578	0.011385881
928	Perl	Java	Perl, and even Java, have much better systems.	0	[FIRST_ENTITY], and even [SECOND_ENTITY], have much better systems.	0	0.99839526	0.00066212635	0.0009426437
929	NetBeans	Eclipse	Obviously, NetBeans is toast because of Eclipse.	1	Obviously, [FIRST_ENTITY] is toast because of [SECOND_ENTITY].	0	0.9337694	0.03936247	0.026868088
930	milk	soda	milk or diet soda or juice is better and all are allowed with the kid's meal.	0	[FIRST_ENTITY] or diet [SECOND_ENTITY] or juice is better and all are allowed with the kid's meal.	0	0.9985366	0.0005817575	0.0008817203
931	Nissan	Toyota	"The Nissan just didn't seem as ""smooth"" as the Toyota, although I think it drives better."	2	"The [FIRST_ENTITY] just didn't seem as ""smooth"" as the [SECOND_ENTITY], although I think it drives better."	2	0.01183574	0.009208462	0.97895586
932	amazon	google	amazon and google are still decent investments (disclosure: I own shares in both of those indirectly).	0	[FIRST_ENTITY] and [SECOND_ENTITY] are still decent investments (disclosure: I own shares in both of those indirectly).	0	0.99857616	0.00055960874	0.0008642866
933	Toyota	BMW	For Toyota to step up sales in Europe it needs more and better diesel engines and BMW is a master of diesel technology for engines small and large.	0	For [FIRST_ENTITY] to step up sales in Europe it needs more and better diesel engines and [SECOND_ENTITY] is a master of diesel technology for engines small and large.	0	0.976953	0.014890149	0.0081569115
934	carolina	pennsylvania	While Mitt Romney casually campaigns for the black vote , his surrogates in Florida, Ohio, Texas, Mississippi, South carolina, pennsylvania and elsewhere are taking serious steps to deliberately make voting harder, especially for African Americans.	0	While Mitt Romney casually campaigns for the black vote , his surrogates in Florida, Ohio, Texas, Mississippi, South [FIRST_ENTITY], [SECOND_ENTITY] and elsewhere are taking serious steps to deliberately make voting harder, especially for African Americans.	0	0.99859816	0.0005459598	0.0008559283
935	JavaScript	Python	An Application Programming Interface and a set of algorithms for programmatically transforming JSON-LD documents in order to make them easier to work with in programming environments like JavaScript, Python, and Ruby.	0	An Application Programming Interface and a set of algorithms for programmatically transforming JSON-LD documents in order to make them easier to work with in programming environments like [FIRST_ENTITY], [SECOND_ENTITY], and Ruby.	0	0.99862266	0.0005304752	0.00084685546
936	JavaScript	Python	Hilite - Utilities ... Hilite is a console-based syntax highlighter for a number of language files and scripts, including (but not limited to) batch files, JavaScript, vbscript , Visual Basic, C#, SQL, Python, HTML, XML, XHTML and XSLT.Hilite makes quick reading of source code files a lot easier without leaving the Windows Command Prompt.	0	Hilite - Utilities ... Hilite is a console-based syntax highlighter for a number of language files and scripts, including (but not limited to) batch files, [FIRST_ENTITY], vbscript , Visual Basic, C#, SQL, [SECOND_ENTITY], HTML, XML, XHTML and XSLT.Hilite makes quick reading of source code files a lot easier without leaving the Windows Command Prompt.	0	0.9982493	0.0007422508	0.0010085435
937	tennis	basketball	tennis is better for Fernandez than basketball	1	[FIRST_ENTITY] is better for Fernandez than [SECOND_ENTITY]	1	0.021143368	0.9718564	0.0070001357
938	Nike	Adidas	Will he have a harder time somehow signing a deal when he goes pro with Nike because he wore Adidas?	0	Will he have a harder time somehow signing a deal when he goes pro with [FIRST_ENTITY] because he wore [SECOND_ENTITY]?	0	0.96829623	0.02232047	0.009383317
939	Intel	Microsoft	With ARM processors already slower than Intel counterparts, it would be VERY difficult to run programs like Adobe Photoshop, though perhaps Microsoft Office could function.	0	With ARM processors already slower than [FIRST_ENTITY] counterparts, it would be VERY difficult to run programs like Adobe Photoshop, though perhaps [SECOND_ENTITY] Office could function.	2	0.05333095	0.02085767	0.92581135
940	youtube	itunes	Fans of Michael Jackson's music would be better off watching the actual music videos on youtube, or buying the songs in itunes.	0	Fans of Michael Jackson's music would be better off watching the actual music videos on [FIRST_ENTITY], or buying the songs in [SECOND_ENTITY].	0	0.9959246	0.002030975	0.00204444
941	Nikon	Leica	Canon's offerings like the 17-85/4.5.6 IS EF-S are between 2/3 and 4/3 stop slower than competition like the Nikon 17-70/3.5-4.5, Sony/Zeiss 16-80/3.5-4.5, Pentax 16-45 f/4, Panasonic/Leica 14-54/2.8-3.5 OIS and Olympus 14-54/2.8-3.5, so Canon DSLR's in many situations need to use a higher ISO the get the same shutter speed.	0	Canon's offerings like the 17-85/4.5.6 IS EF-S are between 2/3 and 4/3 stop slower than competition like the [FIRST_ENTITY] 17-70/3.5-4.5, Sony/Zeiss 16-80/3.5-4.5, Pentax 16-45 f/4, Panasonic/[SECOND_ENTITY] 14-54/2.8-3.5 OIS and Olympus 14-54/2.8-3.5, so Canon DSLR's in many situations need to use a higher ISO the get the same shutter speed.	0	0.9740873	0.014920009	0.0109926
942	Nikon	Leica	for those who care about such things... i returned my Nikon 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with Leica lens because it had a faster shutter response and looked pretty bad ass.	2	for those who care about such things... i returned my [FIRST_ENTITY] 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with [SECOND_ENTITY] lens because it had a faster shutter response and looked pretty bad ass.	0	0.9892286	0.0058565377	0.004914839
943	Swift	Objective-C	Importing Swift into Objective-C	0	Importing [FIRST_ENTITY] into [SECOND_ENTITY]	0	0.9984376	0.0006379682	0.0009244157
944	hulu	amazon	I plan to use Netflix,hulu, amazon prime etc. Can anyone recommend a better controller or something else, to make the search function better?	0	I plan to use Netflix,[FIRST_ENTITY], [SECOND_ENTITY] prime etc. Can anyone recommend a better controller or something else, to make the search function better?	0	0.9986154	0.0005349427	0.00084958266
945	playstation	gamecube	playstation, gamecube:	0	[FIRST_ENTITY], [SECOND_ENTITY]:	0	0.9986004	0.0005436783	0.00085586903
946	virginia	california	(I was surprised that they did not cough up some virginia wines, but they limited themselves to the safer california varietals.	0	(I was surprised that they did not cough up some [FIRST_ENTITY] wines, but they limited themselves to the safer [SECOND_ENTITY] varietals.	0	0.97697484	0.015368776	0.0076563894
947	Amazon	Google	A lot of businesses have done better, and not just obviously creative businesses like Pixar, Amazon, IDEO, and Google.	0	A lot of businesses have done better, and not just obviously creative businesses like Pixar, [FIRST_ENTITY], IDEO, and [SECOND_ENTITY].	0	0.9985843	0.0005546756	0.00086097216
948	USB	Ethernet	Your Internet connection is going to be much slower then the USB Ethernet adapter.	0	Your Internet connection is going to be much slower then the [FIRST_ENTITY] [SECOND_ENTITY] adapter.	0	0.99856466	0.00056644174	0.000868945
949	BMW	Ferrari	"A BMW Z4-Ferrari?"""	0	"A [FIRST_ENTITY] Z4-[SECOND_ENTITY]?"""	0	0.9985008	0.00060173904	0.0008975321
950	Java	PHP	Actually it made me realize JS has gotten pretty decent of late and might be a legitimate competitor to Java, PHP, and Perl on the server side.	0	Actually it made me realize JS has gotten pretty decent of late and might be a legitimate competitor to [FIRST_ENTITY], [SECOND_ENTITY], and Perl on the server side.	0	0.99860233	0.00054328877	0.0008543905
951	Windows 8	Windows 7	I'm not saying Windows 8 is worse than Windows 7 - I believe it has better features and so on.	1	I'm not saying [FIRST_ENTITY] is worse than [SECOND_ENTITY] - I believe it has better features and so on.	0	0.63200146	0.2521944	0.11580405
952	CUDA	OpenCL	"I'm inclined to back the one with ""Open"" in its name, in hopes that it actually will be, but if everybody could get together and hash out a single thing including the best points of CUDA, OpenCL and this new HSA thing (how many times must we invent this particular wheel?) we'd probably all be better off."	0	"I'm inclined to back the one with ""Open"" in its name, in hopes that it actually will be, but if everybody could get together and hash out a single thing including the best points of [FIRST_ENTITY], [SECOND_ENTITY] and this new HSA thing (how many times must we invent this particular wheel?) we'd probably all be better off."	0	0.99861825	0.0005336747	0.0008480996
953	NetBeans	Eclipse	For Java I like NetBeans over Eclipse.	1	For Java I like [FIRST_ENTITY] over [SECOND_ENTITY].	1	0.021474034	0.9714903	0.007035647
954	Python	Java	But XML can make it easier to do effective information architecture, just like Python or Java can make it easier to do object-oriented programming.	0	But XML can make it easier to do effective information architecture, just like [FIRST_ENTITY] or [SECOND_ENTITY] can make it easier to do object-oriented programming.	0	0.99862766	0.0005268702	0.00084546045
955	hockey	baseball	Why hockey is Better than baseball	1	Why [FIRST_ENTITY] is Better than [SECOND_ENTITY]	1	0.022077778	0.9707634	0.00715882
956	psp	wii	OT a bit, but I liked Shattered Memories much better on the psp then the wii.	1	OT a bit, but I liked Shattered Memories much better on the [FIRST_ENTITY] then the [SECOND_ENTITY].	1	0.022219874	0.97061443	0.007165658
957	california	georgia	california launched its film program in 2009 to better compete with states such as Louisiana, georgia, and New York, as well as Canada and Britain.	0	[FIRST_ENTITY] launched its film program in 2009 to better compete with states such as Louisiana, [SECOND_ENTITY], and New York, as well as Canada and Britain.	0	0.99355173	0.0033759982	0.003072246
958	Gigabyte	Asus	Gigabyte Asus EVGA (3 Versions) Z... [ Read full article ]	0	[FIRST_ENTITY] [SECOND_ENTITY] EVGA (3 Versions) Z... [ Read full article ]	0	0.99860245	0.0005424129	0.0008551471
959	tennis	basketball	tennis and basketball courts are open at decent times for those with crazy schedules.	0	[FIRST_ENTITY] and [SECOND_ENTITY] courts are open at decent times for those with crazy schedules.	0	0.99861145	0.00053645077	0.00085213856
