labels	answer	Object1	Object2	CommonObj	Aspect	text
0	Когда дело доходит до улучшения режима сна, люди часто ссылаются на исследование на животных, в котором участвовали мыши.	люд	животн			Когда дело доходит до улучшения режима сна, [FIRST_ENTITY] часто ссылаются на исследование на [SECOND_ENTITY], в котором участвовали мыши.
0	Сравним транспортные средства, представленные известнейшими премиальными концернами audi и bmw, выбрав оптимальное авто....	BMW	Audi			Сравним транспортные средства, представленные известнейшими премиальными концернами [SECOND_ENTITY] и [FIRST_ENTITY], выбрав оптимальное авто....
0	Я сам ни разу не настраивал веб-сервер под windows на vds (только под linux), поэтому точнее подсказать не могу.	windows	linux			Я сам ни разу не настраивал веб-сервер под [FIRST_ENTITY] на vds (только под [SECOND_ENTITY]), поэтому точнее подсказать не могу.
0	Самая дешевая криптовалюта в году которая может подорожать | в экономическом плане это должно быть значительно выгоднее, чем пользоваться подобными услугами от google или microsoft.	microsoft	Google			Самая дешевая криптовалюта в году которая может подорожать | в экономическом плане это должно быть значительно выгоднее, чем пользоваться подобными услугами от [SECOND_ENTITY] или [FIRST_ENTITY].
0	Постинор, последствия приёма что лучше – тампон или прокладка?	тампон	прокладк			Постинор, последствия приёма что лучше – [FIRST_ENTITY] или [SECOND_ENTITY]?
0	Светлее парижа, интереснее лондона и чище чуть ли не любой столицы мира.	лондон	париж			Светлее [SECOND_ENTITY], интереснее [FIRST_ENTITY] и чище чуть ли не любой столицы мира.
0	Зелёный зелёный чай содержит в 2 раза меньше кофеина, чем чёрный – поэтому ему лучше отдавать предпочтение при расстройствах сна, заболеваниях сердца и беременности (но в ограниченном количестве).	коф	ча		кофеин	Зелёный зелёный [SECOND_ENTITY] содержит в 2 раза меньше [FIRST_ENTITY], чем чёрный – поэтому ему лучше отдавать предпочтение при расстройствах сна, заболеваниях сердца и беременности (но в ограниченном количестве).
0	Не покупай ватные шарики если не любишь наносить тональный крем пальцами (зря, так лучше всего), используй плотный спонж или кисть.	кист	спонж			Не покупай ватные шарики если не любишь наносить тональный крем пальцами (зря, так лучше всего), используй плотный [SECOND_ENTITY] или [FIRST_ENTITY].
0	Выставка знакомит с новейшими тенденциями сектора, которые представляют такие известные компании, как oculus, samsung, htc, playstation, google, microsoft, asus, lenovo, lg, hp, dell, acer, magic leap и др.	microsoft	Google			Выставка знакомит с новейшими тенденциями сектора, которые представляют такие известные компании, как oculus, samsung, htc, playstation, [SECOND_ENTITY], [FIRST_ENTITY], asus, lenovo, lg, hp, dell, acer, magic leap и др.
0	Если вы продаете квартиру или комнату в квартире, то вам достаточно разместить объявление на нашем сайте bestru.ru статьи рубрики недвижимость - квартиры и комнаты лучше лондона и парижа, потому что ближе?	лондон	париж			Если вы продаете квартиру или комнату в квартире, то вам достаточно разместить объявление на нашем сайте bestru.ru статьи рубрики недвижимость - квартиры и комнаты лучше [FIRST_ENTITY] и [SECOND_ENTITY], потому что ближе?
0	Как работают карты социального дистанцирования apple и google новые инструменты технологических гигантов, используя геоданные с ваших телефонов, демонстрируют сильнейшее влияние изоляции на ...	Apple	Google		технолог	Как работают карты социального дистанцирования [FIRST_ENTITY] и [SECOND_ENTITY] новые инструменты технологических гигантов, используя геоданные с ваших телефонов, демонстрируют сильнейшее влияние изоляции на ...
0	Двухтопливные диапазоны эти плиты сочетают в себе лучшее из обоих миров: газовую плиту, которая нравится поварам, и электрическую духовку, которая обеспечивает равномерный нагрев для выпечки.	газов	электрическ	духовк	выпечк	Двухтопливные диапазоны эти плиты сочетают в себе лучшее из обоих миров: [FIRST_ENTITY] плиту, которая нравится поварам, и [SECOND_ENTITY] духовку, которая обеспечивает равномерный нагрев для выпечки.
2	В это время лучше использовать гигиенические прокладки, а не тампоны.	тампон	прокладк			В это время лучше использовать гигиенические [SECOND_ENTITY], а не [FIRST_ENTITY].
2	Резюме подводя итог, я бы сказал, что excel - лучший выбор на данный момент, но google выпускает обновления для своего программного обеспечения google таблиц намного быстрее, чем microsoft.	microsoft	Google			Резюме подводя итог, я бы сказал, что excel - лучший выбор на данный момент, но [SECOND_ENTITY] выпускает обновления для своего программного обеспечения [SECOND_ENTITY] таблиц намного быстрее, чем [FIRST_ENTITY].
0	Выдавите небольшое количество основы на тыльную сторону ладони, затем с помощью спонжа (желательно из латекса) или специальной кисточкой (она должна быть искусственной) тщательно нанесите на очищенную и увлажненную кожу.	кист	спонж			Выдавите небольшое количество основы на тыльную сторону ладони, затем с помощью [SECOND_ENTITY] (желательно из латекса) или специальной [FIRST_ENTITY] (она должна быть искусственной) тщательно нанесите на очищенную и увлажненную кожу.
0	В последующих исследованиях не удалось найти связи между тампонами и стш, но именно этот фактор – главный в вопросе «что лучше тампоны или прокладки при месячных?»	тампон	прокладк			В последующих исследованиях не удалось найти связи между [FIRST_ENTITY] и стш, но именно этот фактор – главный в вопросе «что лучше [FIRST_ENTITY] или [SECOND_ENTITY] при месячных?»
0	Однако вышеупомянутый рейтинг точности явно относится к печатному тексту на изображениях и в меньшей степени к рукописным носителям.сравнивая simpleocr с инструментами microsoft или google, вы, вероятно, обнаружите, что последний работает лучше.	microsoft	Google			Однако вышеупомянутый рейтинг точности явно относится к печатному тексту на изображениях и в меньшей степени к рукописным носителям.сравнивая simpleocr с инструментами [FIRST_ENTITY] или [SECOND_ENTITY], вы, вероятно, обнаружите, что последний работает лучше.
0	Не хуже, чем в лондоне или париже.	лондон	париж			Не хуже, чем в [FIRST_ENTITY] или [SECOND_ENTITY].
2	13 лучших искусственных елок, которые выглядят не хуже настоящих начнем с того, что тебе не придется год за годом платить деньги за настоящую елку.	настоя	искусствен	елк	лучш	13 лучших [SECOND_ENTITY] елок, которые выглядят не хуже [FIRST_ENTITY] начнем с того, что тебе не придется год за годом платить деньги за [FIRST_ENTITY] елку.
0	Почему мы выбрали xbox one x: sony возглавила обновление консоли среднего поколения с ps4 pro, но, не торопясь, microsoft предоставила нам лучшее оборудование в xbox one x.	sony, ps4	microsoft, xbox, one			Почему мы выбрали [SECOND_ENTITY]: sony возглавила обновление консоли среднего поколения с [FIRST_ENTITY], но, не торопясь, microsoft предоставила нам лучшее оборудование в [SECOND_ENTITY].
2	Bmw продается лучше, чем audi и mercedes самые надежные и ненадежные автомобили новый гибридный автомобиль папы бенедикта xvi внедорожник под прикрытие вокруг света полетим?	BMW	Audi			[FIRST_ENTITY] продается лучше, чем [SECOND_ENTITY] и mercedes самые надежные и ненадежные автомобили новый гибридный автомобиль папы бенедикта xvi внедорожник под прикрытие вокруг света полетим?
2	Но времена быстро меняются, и сегодня гораздо эффективнее и быстрее создавать apk-файлы в представленной ещё в 2013 году android studio, основанную на старом конкуренте eclipse — системе intellij idea.	intellij	eclipse			Но времена быстро меняются, и сегодня гораздо эффективнее и быстрее создавать apk-файлы в представленной ещё в 2013 году android studio, основанную на старом конкуренте [SECOND_ENTITY] — системе [FIRST_ENTITY] idea.
0	От искусственных подсластителей лучше всего отказаться, поскольку они также вредны, как и белый сахар.	искусствен, подсластител	бел, сахар			От [FIRST_ENTITY] лучше всего отказаться, поскольку они также вредны, как и [SECOND_ENTITY].
0	В результате видны следующие ошибки на пк: ошибка в файле .bin; отсутствует файл .bin; не удалось загрузить .bin. повреждение ключей реестра windows или linux; вирусы; конфликт файлов по (а точнее бинарных библиотек).	windows	linux			В результате видны следующие ошибки на пк: ошибка в файле .bin; отсутствует файл .bin; не удалось загрузить .bin. повреждение ключей реестра [FIRST_ENTITY] или [SECOND_ENTITY]; вирусы; конфликт файлов по (а точнее бинарных библиотек).
2	Запекается в духовке, и полезнее, чем жареное, и стоять у плиты все время не нужно.	запека	жар		полезн	[FIRST_ENTITY] в духовке, и полезнее, чем [SECOND_ENTITY], и стоять у плиты все время не нужно.
0	Read замена масла в акпп audi а6 как снять фару на bmw x5 e53 прямо сейчас на autovizov.ru как снять фару на bmw e 39/how to remove the spotlight on the bmw e 39 ксеноновые и биксеноновые фары в 2 раза ярче и качественней обыденных, галогенных.	BMW	Audi			Read замена масла в акпп [SECOND_ENTITY] а6 как снять фару на [FIRST_ENTITY] x5 e53 прямо сейчас на autovizov.ru как снять фару на [FIRST_ENTITY] e 39/how to remove the spotlight on the [FIRST_ENTITY] e 39 ксеноновые и биксеноновые фары в 2 раза ярче и качественней обыденных, галогенных.
2	Microsoft внесла некоторые изменения во внутреннее оборудование, но xbox one s ненамного быстрее, чем xbox one, и я думаю, что это важно подчеркнуть, поскольку sony сделала ps4 pro более чем в два раза быстрее, чем стандартный ps4.	sony, ps4	microsoft, xbox, one			Microsoft внесла некоторые изменения во внутреннее оборудование, но [SECOND_ENTITY] s ненамного быстрее, чем [SECOND_ENTITY], и я думаю, что это важно подчеркнуть, поскольку sony сделала [FIRST_ENTITY] pro более чем в два раза быстрее, чем стандартный [FIRST_ENTITY].
2	Утка и человеческий организм полезные свойства утиного мяса лучше сохраняются в процессе запекания, чем при жарке.	запека	жар		полезн	Утка и человеческий организм полезные свойства утиного мяса лучше сохраняются в процессе [FIRST_ENTITY], чем при [SECOND_ENTITY].
0	И это главные свойства, которые нужны для очищения кистей и спонжей.	кист	спонж			И это главные свойства, которые нужны для очищения [FIRST_ENTITY] и [SECOND_ENTITY].
0	Так же хочется отметить, что нынешний тренд производителей (мы говорим о производителях группы quattroauto – audi, volkswagen, skoda, bmw и mercedes-benz) на облегчение веса автомобилей так же негативно сказывается на надежность подвески.	BMW	Audi			Так же хочется отметить, что нынешний тренд производителей (мы говорим о производителях группы quattroauto – [SECOND_ENTITY], volkswagen, skoda, [FIRST_ENTITY] и mercedes-benz) на облегчение веса автомобилей так же негативно сказывается на надежность подвески.
0	В мире свободного по всех популярнее clamav: он быстрый, бесплатный и справляется с вирусами и для windows, и для linux.	windows	linux			В мире свободного по всех популярнее clamav: он быстрый, бесплатный и справляется с вирусами и для [FIRST_ENTITY], и для [SECOND_ENTITY].
0	1867 лондонский химик и парижский парикмахер продемонстрировали использование пероксида водорода в качестве наилучшего способа осветления волос.	лондон	париж			1867 [FIRST_ENTITY] химик и [SECOND_ENTITY] парикмахер продемонстрировали использование пероксида водорода в качестве наилучшего способа осветления волос.
0	Что лучше – тампоны или прокладки?	тампон	прокладк			Что лучше – [FIRST_ENTITY] или [SECOND_ENTITY]?
0	Реклама – продолжение ниже реклама – продолжение ниже лионель месси, messi kids лионель месси, главный конкурент роналду за звание лучшего игрока года, также занимается выпуском одежды, только он уделяет большее внимание детям.	роналду	месси		больш	Реклама – продолжение ниже реклама – продолжение ниже лионель [SECOND_ENTITY], messi kids лионель [SECOND_ENTITY], главный конкурент [FIRST_ENTITY] за звание лучшего игрока года, также занимается выпуском одежды, только он уделяет большее внимание детям.
0	Стоит ли брать автокредит в автосалоне или лучше действовать через банк?	автосалон	банк		автокред	Стоит ли брать автокредит в [FIRST_ENTITY] или лучше действовать через [SECOND_ENTITY]?
0	Если у тебя дома имеется консоль, удобнеевоспользоваться ею, вариант для приставок xbox(иксбокс) и sony playstation 4(ps 4, плейстейшн) работает проворно ирадует своим совершенством.	Xbox	PlayStation			Если у тебя дома имеется консоль, удобнеевоспользоваться ею, вариант для приставок [FIRST_ENTITY](иксбокс) и sony [SECOND_ENTITY] 4(ps 4, плейстейшн) работает проворно ирадует своим совершенством.
0	Необходимо понаблюдать за собой и сделать вывод, когда лучше тренироваться: утром или вечером.	утр	вечер		тренирова	Необходимо понаблюдать за собой и сделать вывод, когда лучше тренироваться: [FIRST_ENTITY] или [SECOND_ENTITY].
0	Previous post британцам предсказали обнищание: госэкономика: экономика: lenta.ru next post стерлинг возмутился попаданием яна в число лучших бойцов mma мира: бокс и мма: спорт: lenta.ru more stories настоящие елки против искусственных: что выбрать?	настоя	искусствен	елк	лучш	Previous post британцам предсказали обнищание: госэкономика: экономика: lenta.ru next post стерлинг возмутился попаданием яна в число лучших бойцов mma мира: бокс и мма: спорт: lenta.ru more stories [FIRST_ENTITY] елки против [SECOND_ENTITY]: что выбрать?
0	Такое сочетание позволяет проявиться лучшим свойствам продуктов: молоко нейтрализует воздействие кофеина, содержащегося в чае, а последний устраняет риск вздутия кишечника, поскольку содержит большое количество танина.	коф	ча		кофеин	Такое сочетание позволяет проявиться лучшим свойствам продуктов: молоко нейтрализует воздействие [FIRST_ENTITY], содержащегося в [SECOND_ENTITY], а последний устраняет риск вздутия кишечника, поскольку содержит большое количество танина.
0	При тромбозе наружного геморроя лучше использовать полотняную прокладку или тампон, который смазывают (пропитывают) мазью и прикладывают к геморроидальному узлу и фиксируют.	тампон	прокладк			При тромбозе наружного геморроя лучше использовать полотняную [SECOND_ENTITY] или [FIRST_ENTITY], который смазывают (пропитывают) мазью и прикладывают к геморроидальному узлу и фиксируют.
0	В этой статье перечислены лучшие приложения для работы с pdf для windows 10/8/7, которые позволят повысить вашу производительность.	7	8	Windows	производительн	В этой статье перечислены лучшие приложения для работы с pdf для windows 10/[SECOND_ENTITY]/[FIRST_ENTITY], которые позволят повысить вашу производительность.
2	Да, некоторые отмечают, что спонж наносит тени гораздо ровнее и лучше их растушевывают, чем привычные аппликаторы или кисти.	кист	спонж			Да, некоторые отмечают, что [SECOND_ENTITY] наносит тени гораздо ровнее и лучше их растушевывают, чем привычные аппликаторы или [FIRST_ENTITY].
2	Игры на xbox series x загружаются быстрее игровые приставки нового поколения – playstation 5 и xbox series x – отличаются высокой скоростью загрузки игр, ведь вместо hdd в них используются твердотельные накопители.	Xbox	PlayStation			Игры на [FIRST_ENTITY] series x загружаются быстрее игровые приставки нового поколения – [SECOND_ENTITY] 5 и [FIRST_ENTITY] series x – отличаются высокой скоростью загрузки игр, ведь вместо hdd в них используются твердотельные накопители.
0	В то же время тяжелей всего найти недорогое жилье в париже, лондоне, берлине, вене, гамбурге, стокгольме, осло и мюнхене.	лондон	париж			В то же время тяжелей всего найти недорогое жилье в [SECOND_ENTITY], [FIRST_ENTITY], берлине, вене, гамбурге, стокгольме, осло и мюнхене.
0	Во второй половине дня выбирайте кофе без кофеина может возникнуть соблазн потянуться за чашкой кофе около 15 или 16 часов, когда вы начинаете терять энергию на работе, но манакер говорит, что это может быть не самым лучшим для вашего здоровья.	коф	ча		кофеин	Во второй половине дня выбирайте [FIRST_ENTITY] без [FIRST_ENTITY] может возникнуть соблазн потянуться за [SECOND_ENTITY] [FIRST_ENTITY] около 15 или 16 [SECOND_ENTITY], когда вы начинаете терять энергию на работе, но манакер говорит, что это может быть не самым лучшим для вашего здоровья.
2	Москва лучше, чем европейские столицы: берлин, париж, лондон...	лондон	париж			Москва лучше, чем европейские столицы: берлин, [SECOND_ENTITY], [FIRST_ENTITY]...
0	Но давно заметила – если наносить сс-крем кистью или спонжем, расход гораздо сильнее.	кист	спонж			Но давно заметила – если наносить сс-крем [FIRST_ENTITY] или [SECOND_ENTITY], расход гораздо сильнее.
0	Что сложнее освоить лыжи или сноуборд?	лыж	сноуборд		сложн	Что сложнее освоить [FIRST_ENTITY] или [SECOND_ENTITY]?
0	Cockos reaper 6 лучшая daw для начинающих с настраиваемым интерфейсом цена: $ 60 | совместимость: пк / mac / linux (экспериментальная) | системные требования пк: 32-разрядная версия: windows xp / vista / 7/8/10, 12 мб свободного места;	windows	linux			Cockos reaper 6 лучшая daw для начинающих с настраиваемым интерфейсом цена: $ 60 | совместимость: пк / mac / [SECOND_ENTITY] (экспериментальная) | системные требования пк: 32-разрядная версия: [FIRST_ENTITY] xp / vista / 7/8/10, 12 мб свободного места;
0	Что лучше: керамический нож или стальной?	стальн	керамическ	нож		Что лучше: [SECOND_ENTITY] нож или [FIRST_ENTITY]?
0	:) как-то безопаснее – про microsoft с google.	microsoft	Google			:) как-то безопаснее – про [FIRST_ENTITY] с [SECOND_ENTITY].
0	Она отлично ладит с другими собаками и с людьми у неё много друзей и поклонников люди в автобусах улыбаются, видя её, и намеренно подсаживаются поближе.	собак	люд			Она отлично ладит с другими [FIRST_ENTITY] и с [SECOND_ENTITY] у неё много друзей и поклонников [SECOND_ENTITY] в автобусах улыбаются, видя её, и намеренно подсаживаются поближе.
0	Выдавите небольшое количество тонального крема на тыльную сторону ладони, а затем с помощью спонжа (хорошо, ели он будет сделан из латекса) или специальной кисточкой (лучше двухворсовой) нанесите его на предварительно очищенную и увлажнённую кожу.	кист	спонж			Выдавите небольшое количество тонального крема на тыльную сторону ладони, а затем с помощью [SECOND_ENTITY] (хорошо, ели он будет сделан из латекса) или специальной [FIRST_ENTITY] (лучше двухворсовой) нанесите его на предварительно очищенную и увлажнённую кожу.
3	Хотя научно доказано, что тампоны не нарушают целостность девственной плевы, в первые месячные лучше использовать все же прокладки.	тампон	прокладк			Хотя научно доказано, что [FIRST_ENTITY] не нарушают целостность девственной плевы, в первые месячные лучше использовать все же [SECOND_ENTITY].
0	Seo - это поисковая оптимизация, или по-португальски, оптимизация веб-сайта - это улучшение всей страницы или сайта, чтобы оно было узнаваемым и имело большую популярность в поисковых инструментах, таких как google и yahoo !.	Google	Yahoo		поиск	Seo - это поисковая оптимизация, или по-португальски, оптимизация веб-сайта - это улучшение всей страницы или сайта, чтобы оно было узнаваемым и имело большую популярность в поисковых инструментах, таких как [FIRST_ENTITY] и [SECOND_ENTITY] !.
0	Автокредит, лизинг где лучше взять кредит на машину в автосалоне или в банке?	автосалон	банк		автокред	Автокредит, лизинг где лучше взять кредит на машину в [FIRST_ENTITY] или в [SECOND_ENTITY]?
0	Если вы делаете макияж спонжиком или аппликатором, то делайте, мне просто удобней делать это кисточкой.	кист	спонж			Если вы делаете макияж [SECOND_ENTITY] или аппликатором, то делайте, мне просто удобней делать это [FIRST_ENTITY].
3	Если вы неудержимый кофеман, замените этот напиток зеленым чаем: кофеина в нем намного больше, а по составу полезнее.	коф	ча		кофеин	Если вы неудержимый [FIRST_ENTITY], замените этот напиток зеленым [SECOND_ENTITY]: [FIRST_ENTITY] в нем намного больше, а по составу полезнее.
0	Она придумала версию своей собственной жизни, что ее семья из челси, респектабельного квартала лондона, что она кончила школу в париже и была приближена ко двору через богатого дядюшку.	лондон	париж			Она придумала версию своей собственной жизни, что ее семья из челси, респектабельного квартала [FIRST_ENTITY], что она кончила школу в [SECOND_ENTITY] и была приближена ко двору через богатого дядюшку.
0	Наш сайт лучше всего просматривать с помощью последних версий microsoft edge, google chrome или firefox.	microsoft	Google			Наш сайт лучше всего просматривать с помощью последних версий [FIRST_ENTITY] edge, [SECOND_ENTITY] chrome или firefox.
0	Infiniti q60 новейшее купе с индексом q60 в модельном ряду японской марки станет наследником модели g37 и на мировых рынках будет конкурировать с bmw 4-series, audi a5, lexus rc и mercedes c-class.	BMW	Audi			Infiniti q60 новейшее купе с индексом q60 в модельном ряду японской марки станет наследником модели g37 и на мировых рынках будет конкурировать с [FIRST_ENTITY] 4-series, [SECOND_ENTITY] a5, lexus rc и mercedes c-class.
0	Если добавить к этому кофеин, который направлен на повышение работоспособности, то становится понятно, почему после приема кока-колы отравившийся часто чувствует себя гораздо лучше.	коф	ча		кофеин	Если добавить к этому [FIRST_ENTITY], который направлен на повышение работоспособности, то становится понятно, почему после приема кока-колы отравившийся [SECOND_ENTITY] чувствует себя гораздо лучше.
0	Для лучшего результат, пожалуйста, измените свой браузер на chrome, firefox, opera или internet explorer.	Internet, Explorer	Firefox			Для лучшего результат, пожалуйста, измените свой браузер на chrome, [SECOND_ENTITY], opera или [FIRST_ENTITY].
0	Чтобы он аккуратнее распределился по коже, используй кисть или мягко вбивай его спонжем и похлопывающими движениям.	кист	спонж			Чтобы он аккуратнее распределился по коже, используй [FIRST_ENTITY] или мягко вбивай его [SECOND_ENTITY] и похлопывающими движениям.
0	По одной версии, мистической, благоприятнее всего на развитие людей этого знака будет действовать большая собака с черным окрасом – овчарка, дог, ньюфаундленд, грюнендаль.	собак	люд			По одной версии, мистической, благоприятнее всего на развитие [SECOND_ENTITY] этого знака будет действовать большая [FIRST_ENTITY] с черным окрасом – овчарка, дог, ньюфаундленд, грюнендаль.
0	Если вы собираетесь покупать xbox series x или playstation 5, то можете оформить предварительных заказ на версию игры для текущих консолей уже сейчас и автоматически получите ее улучшенную версию для некстгена.	Xbox	PlayStation			Если вы собираетесь покупать [FIRST_ENTITY] series x или [SECOND_ENTITY] 5, то можете оформить предварительных заказ на версию игры для текущих консолей уже сейчас и автоматически получите ее улучшенную версию для некстгена.
2	Сравнение химического состава обоих продуктов подтверждало, казалось, этот вывод: кофеин как алкалоид был гораздо сильнее теина чая.	коф	ча		кофеин	Сравнение химического состава обоих продуктов подтверждало, казалось, этот вывод: [FIRST_ENTITY] как алкалоид был гораздо сильнее теина [SECOND_ENTITY].
2	Как уже было написано выше, каплевидный или, как его еще называют, яйцеобразный спонж гораздо удобнее кистей и тем более других спонжей — плоских овальных, прямоугольных и треугольных.	кист	спонж			Как уже было написано выше, каплевидный или, как его еще называют, яйцеобразный [SECOND_ENTITY] гораздо удобнее [FIRST_ENTITY] и тем более других [SECOND_ENTITY] — плоских овальных, прямоугольных и треугольных.
0	Смута в стране возникла не сама по себе, а была спланирована и организована рвущейся к власти коммунистической, а если говорить точнее, лево-фашистской партией америки, на своём политкорректном новоязе именующей себя демократической партией.	коммунистическ	демократическ	стран		Смута в стране возникла не сама по себе, а была спланирована и организована рвущейся к власти [FIRST_ENTITY], а если говорить точнее, лево-фашистской партией америки, на своём политкорректном новоязе именующей себя [SECOND_ENTITY] партией.
0	Этот крем лучше всего распределяется пальцами, так что докупать кисти и спонжи не нужно.	кист	спонж			Этот крем лучше всего распределяется пальцами, так что докупать [FIRST_ENTITY] и [SECOND_ENTITY] не нужно.
0	Поиск лучших автокредитов подтверждение дохода: не требуется по форме банка по форме 2-ндфл русфинанс банк русфинанс также работает только с автосалонами.	автосалон	банк		автокред	Поиск лучших автокредитов подтверждение дохода: не требуется по форме [SECOND_ENTITY] по форме 2-ндфл русфинанс [SECOND_ENTITY] русфинанс также работает только с [FIRST_ENTITY].
0	Вот только что лучше — прокладки или тампоны?	тампон	прокладк			Вот только что лучше — [SECOND_ENTITY] или [FIRST_ENTITY]?
2	Женщинам, часто болеющим молочницей, лучше во время менструации использовать прокладки, а не тампоны.	тампон	прокладк			Женщинам, часто болеющим молочницей, лучше во время менструации использовать [SECOND_ENTITY], а не [FIRST_ENTITY].
0	Качество швов при ацетиленовой сварке хуже, чем при mig/mag или tig, качественные соединения по силам только опытным сварщикам.	mig	tig		сварк	Качество швов при ацетиленовой сварке хуже, чем при [FIRST_ENTITY]/mag или [SECOND_ENTITY], качественные соединения по силам только опытным сварщикам.
0	Зеленый чай антиоксидантными веществами флавоноидами, а также содержит кофеин – подобный коктейль способствует ускорению метаболических процессов, за счет чего тело быстрее расходует для своих нужд жир.	коф	ча		кофеин	Зеленый [SECOND_ENTITY] антиоксидантными веществами флавоноидами, а также содержит [FIRST_ENTITY] – подобный коктейль способствует ускорению метаболических процессов, за счет чего тело быстрее расходует для своих нужд жир.
2	Животные лучше людей чувствует семейную ауру.	люд	животн			[SECOND_ENTITY] лучше [FIRST_ENTITY] чувствует семейную ауру.
2	Зачастую выгоднее оформить автокредит непосредственно в автосалоне, тогда ссуда может быть выдана в большем размере, а процент быть более низкими, по сравнению с банком.	автосалон	банк		автокред	Зачастую выгоднее оформить автокредит непосредственно в [FIRST_ENTITY], тогда ссуда может быть выдана в большем размере, а процент быть более низкими, по сравнению с [SECOND_ENTITY].
3	И выполнять трюки на лыжах намного сложнее, чем на сноуборде.	лыж	сноуборд		сложн	И выполнять трюки на [FIRST_ENTITY] намного сложнее, чем на [SECOND_ENTITY].
2	Посмотри видео-инструкцию по выбору правильных кистей: спонжи универсальнее кистей для макияжа разве что спонжи.	кист	спонж			Посмотри видео-инструкцию по выбору правильных [FIRST_ENTITY]: [SECOND_ENTITY] универсальнее [FIRST_ENTITY] для макияжа разве что [SECOND_ENTITY].
0	Наконец, обезболивающие, такие как аспирин, парацетамол и ибупрофен, используются для облегчения головной боли и снижения температуры.при периодическом приеме от боли или лихорадки побочные эффекты возникают редко.	ибупрофен	аспирин		температур	Наконец, обезболивающие, такие как [SECOND_ENTITY], парацетамол и [FIRST_ENTITY], используются для облегчения головной боли и снижения температуры.при периодическом приеме от боли или лихорадки побочные эффекты возникают редко.
0	Qantas нужны новые самолеты от boeing или airbus se, которые могут выполнять эту работу с полной загрузкой пассажиров, и новый контракт с экипажем, чтобы работать дольше 20 часов.«для этого нужно, чтобы все собралось вместе, — говорит джойс.	Boeing	Airbus	самолет		Qantas нужны новые самолеты от [FIRST_ENTITY] или [SECOND_ENTITY] se, которые могут выполнять эту работу с полной загрузкой пассажиров, и новый контракт с экипажем, чтобы работать дольше 20 часов.«для этого нужно, чтобы все собралось вместе, — говорит джойс.
